# dataset: GeoCSV 2.0
# delimiter: |
# global_model: Cascadia_ANT+RF_Delph2018
# global_id: Cascadia_ANT+RF_Delph2018
# global_title: 3D vertical shear-wave velocity model of the Cascadian forearc from the joint inversion of ambient noise dispersion and receiver functions
# global_summary: Cascadia_ANT+RF_Delph2018 was created from the joint inversion of ambient noise Rayleigh waves dispersion measurements (8-50 seconds) and adaptive CCP-derived receiver functions (see Delph et al., 2015, 2017 for details of methodology; Delph et al., 2018 for details of this model).
# global_reference: Delph, Levander, and Niu (2018)
# global_reference_pid: doi:10.1029/2018gl079518
# global_data_revision: r0.1
# global_version: v0.0
# global_Conventions: CF-1.0
# global_Metadata_Conventions: Unidata Dataset Discovery v1.0
# global_author_name: Jonathan R. Delph
# global_author_email: jdelph@purdue.edu
# global_author_institution: Purdue University
# global_author_url: https://www.eaps.purdue.edu/delph/
# global_geospatial_lon_min: -124.8
# global_geospatial_lon_max: -120.0
# global_geospatial_lon_units: degrees_east
# global_geospatial_lon_resolution: 0.2
# global_geospatial_lat_min: 40.0
# global_geospatial_lat_max: 49.0
# global_geospatial_lat_units: degrees_north
# global_geospatial_lat_resolution: 1.0
# global_geospatial_vertical_min: -3.0
# global_geospatial_vertical_max: 80.0
# global_geospatial_vertical_units: km
# global_geospatial_vertical_positive: down
# global_repository_name: EMC
# global_repository_institution: EarthScope
# global_repository_pid: doi:10.17611/dp/cascadiaantrfd2018
# global_keywords: seismic,Rayleigh waves dispersion,shear wave,s wave,Cascadian forearc,ambient noise dispersion,receiver functions
# global_acknowledgment: Model was provided by Jonathan R. Delph of Department of Earth, Environmental and Planetary Sciences, Rice University
# global_history: [2024-01-03] Converted to netCDF via CRESCENT data tools.
# global_comments: CRESCENT CVM tools development project.
# global_grid_mapping_name: latitude_longitude
# global_utm_zone: 10
# global_ellipsoid: WGS84
# longitude_column: longitude
# longitude_variable: longitude
# longitude_standard_name: longitude
# longitude_long_name: Longitude; positive east
# longitude_units: degrees_east
# latitude_column: latitude
# latitude_variable: latitude
# latitude_long_name: Latitude; positive north
# latitude_units: degrees_north
# latitude_standard_name: latitude
# depth_column: depth
# depth_variable: depth
# depth_positive: down
# depth_standard_name: depth
# depth_long_name: depth below sea level
# depth_units: km
# easting_column: easting
# easting_variable: easting
# easting_standard_name: easting
# easting_long_name: easting; UTM
# easting_units: m
# northing_column: northing
# northing_variable: northing
# northing_long_name: northing; UTM
# northing_units: m
# northing_standard_name: northing
# vs_column: vs
# vs_variable: vs
# vs_dimensions: 3
# vs_long_name: Shear-wave velocity
# vs_display_name: S Velocity (km/s)
# vs_units: km.s-1
# vs_coordinates: easting northing
# vs_grid_mapping: latitude_longitude
longitude|latitude|depth|easting|northing|vs
-120.2|40.0|48|739023.9|4431513.0|4.1837
-120.2|40.0|49|739023.9|4431513.0|4.1741
-120.2|40.0|50|739023.9|4431513.0|4.1665
-120.2|40.0|51|739023.9|4431513.0|4.1617
-120.2|40.0|52|739023.9|4431513.0|4.1608
-120.2|40.0|53|739023.9|4431513.0|4.1622
-120.2|40.0|54|739023.9|4431513.0|4.1641
-120.2|40.0|55|739023.9|4431513.0|4.1668
-120.2|40.0|56|739023.9|4431513.0|4.1704
-120.2|40.0|57|739023.9|4431513.0|4.1725
-120.2|40.0|58|739023.9|4431513.0|4.17
-120.2|40.0|59|739023.9|4431513.0|4.1633
-120.2|40.0|60|739023.9|4431513.0|4.1526
-120.2|40.0|61|739023.9|4431513.0|4.1409
-120.2|40.0|62|739023.9|4431513.0|4.1317
-120.2|40.0|63|739023.9|4431513.0|4.1247
-120.2|40.0|64|739023.9|4431513.0|4.1207
-120.2|40.0|65|739023.9|4431513.0|4.1184
-120.2|40.0|66|739023.9|4431513.0|4.1154
-120.2|40.0|67|739023.9|4431513.0|4.1114
-120.2|40.0|68|739023.9|4431513.0|4.1039
-120.2|40.0|69|739023.9|4431513.0|4.0908
-120.2|40.0|70|739023.9|4431513.0|4.0704
-120.2|40.0|71|739023.9|4431513.0|4.0428
-120.2|40.0|72|739023.9|4431513.0|4.01
-120.2|40.0|73|739023.9|4431513.0|3.9768
-120.2|40.0|74|739023.9|4431513.0|3.9438
-120.2|40.0|75|739023.9|4431513.0|3.9118
-120.2|40.0|76|739023.9|4431513.0|3.8834
-120.2|40.0|77|739023.9|4431513.0|3.8631
-120.2|40.0|78|739023.9|4431513.0|3.8517
-120.2|40.0|79|739023.9|4431513.0|3.8472
-120.2|40.0|80|739023.9|4431513.0|3.849
-120.2|40.2|-1|738324.4|4453716.0|3.0457
-120.2|40.2|0|738324.4|4453716.0|3.0881
-120.2|40.2|1|738324.4|4453716.0|3.1773
-120.2|40.2|2|738324.4|4453716.0|3.2689
-120.2|40.2|3|738324.4|4453716.0|3.3409
-120.2|40.2|4|738324.4|4453716.0|3.3904
-120.2|40.2|5|738324.4|4453716.0|3.4044
-120.2|40.2|6|738324.4|4453716.0|3.3839
-120.2|40.2|7|738324.4|4453716.0|3.4022
-120.2|40.2|8|738324.4|4453716.0|3.4582
-120.2|40.2|9|738324.4|4453716.0|3.5064
-120.2|40.2|10|738324.4|4453716.0|3.4896
-120.2|40.2|11|738324.4|4453716.0|3.4371
-120.2|40.2|12|738324.4|4453716.0|3.4058
-120.2|40.2|13|738324.4|4453716.0|3.4001
-120.2|40.2|14|738324.4|4453716.0|3.4449
-120.2|40.2|15|738324.4|4453716.0|3.4638
-120.2|40.2|16|738324.4|4453716.0|3.444
-120.2|40.2|17|738324.4|4453716.0|3.4263
-120.2|40.2|18|738324.4|4453716.0|3.4085
-120.2|40.2|19|738324.4|4453716.0|3.3904
-120.2|40.2|20|738324.4|4453716.0|3.3953
-120.2|40.2|21|738324.4|4453716.0|3.4132
-120.2|40.2|22|738324.4|4453716.0|3.432
-120.2|40.2|23|738324.4|4453716.0|3.4536
-120.2|40.2|24|738324.4|4453716.0|3.4818
-120.2|40.2|25|738324.4|4453716.0|3.5189
-120.2|40.2|26|738324.4|4453716.0|3.5649
-120.2|40.2|27|738324.4|4453716.0|3.6216
-120.2|40.2|28|738324.4|4453716.0|3.6893
-120.2|40.2|29|738324.4|4453716.0|3.7665
-120.2|40.2|30|738324.4|4453716.0|3.8481
-120.2|40.2|31|738324.4|4453716.0|3.9289
-120.2|40.2|32|738324.4|4453716.0|4.0045
-120.2|40.2|33|738324.4|4453716.0|4.0707
-120.2|40.2|34|738324.4|4453716.0|4.1263
-120.2|40.2|35|738324.4|4453716.0|4.1704
-120.2|40.2|36|738324.4|4453716.0|4.2047
-120.2|40.2|37|738324.4|4453716.0|4.2299
-120.2|40.2|38|738324.4|4453716.0|4.2471
-120.2|40.2|39|738324.4|4453716.0|4.2575
-120.2|40.2|40|738324.4|4453716.0|4.2612
-120.2|40.2|41|738324.4|4453716.0|4.258
-120.2|40.2|42|738324.4|4453716.0|4.2472
-120.2|40.2|43|738324.4|4453716.0|4.2277
-120.2|40.2|44|738324.4|4453716.0|4.2007
-120.2|40.2|45|738324.4|4453716.0|4.1671
-120.2|40.2|46|738324.4|4453716.0|4.1286
-120.2|40.2|47|738324.4|4453716.0|4.088
-120.2|40.2|48|738324.4|4453716.0|4.0521
-120.2|40.2|49|738324.4|4453716.0|4.027
-120.2|40.2|50|738324.4|4453716.0|4.015
-120.2|40.2|51|738324.4|4453716.0|4.0187
-120.2|40.2|52|738324.4|4453716.0|4.0362
-120.2|40.2|53|738324.4|4453716.0|4.0664
-120.2|40.2|54|738324.4|4453716.0|4.1034
-120.2|40.2|55|738324.4|4453716.0|4.1413
-120.2|40.2|56|738324.4|4453716.0|4.177
-120.2|40.2|57|738324.4|4453716.0|4.2071
-120.2|40.2|58|738324.4|4453716.0|4.2281
-120.2|40.2|59|738324.4|4453716.0|4.2381
-120.2|40.2|60|738324.4|4453716.0|4.237
-120.2|40.2|61|738324.4|4453716.0|4.2256
-120.2|40.2|62|738324.4|4453716.0|4.2107
-120.2|40.2|63|738324.4|4453716.0|4.1968
-120.2|40.2|64|738324.4|4453716.0|4.1865
-120.2|40.2|65|738324.4|4453716.0|4.1773
-120.2|40.2|66|738324.4|4453716.0|4.1671
-120.2|40.2|67|738324.4|4453716.0|4.1563
-120.2|40.2|68|738324.4|4453716.0|4.1429
-120.2|40.2|69|738324.4|4453716.0|4.1261
-120.2|40.2|70|738324.4|4453716.0|4.1041
-120.2|40.2|71|738324.4|4453716.0|4.0773
-120.2|40.2|72|738324.4|4453716.0|4.046
-120.2|40.2|73|738324.4|4453716.0|4.0143
-120.2|40.2|74|738324.4|4453716.0|3.9839
-120.2|40.2|75|738324.4|4453716.0|3.9564
-120.2|40.2|76|738324.4|4453716.0|3.9336
-120.2|40.2|77|738324.4|4453716.0|3.9161
-120.2|40.2|78|738324.4|4453716.0|3.9043
-120.2|40.2|79|738324.4|4453716.0|3.8981
-120.2|40.2|80|738324.4|4453716.0|3.8959
-120.2|40.4|-1|737622.0|4475919.6|3.1191
-120.2|40.4|0|737622.0|4475919.6|3.1714
-120.2|40.4|1|737622.0|4475919.6|3.2547
-120.2|40.4|2|737622.0|4475919.6|3.3139
-120.2|40.4|3|737622.0|4475919.6|3.3687
-120.2|40.4|4|737622.0|4475919.6|3.4066
-120.2|40.4|5|737622.0|4475919.6|3.3841
-120.2|40.4|6|737622.0|4475919.6|3.323
-120.2|40.4|7|737622.0|4475919.6|3.298
-120.2|40.4|8|737622.0|4475919.6|3.3755
-120.2|40.4|9|737622.0|4475919.6|3.4291
-120.2|40.4|10|737622.0|4475919.6|3.3702
-120.2|40.4|11|737622.0|4475919.6|3.3247
-120.2|40.4|12|737622.0|4475919.6|3.3511
-120.2|40.4|13|737622.0|4475919.6|3.4259
-120.2|40.4|14|737622.0|4475919.6|3.4871
-120.2|40.4|15|737622.0|4475919.6|3.4775
-120.2|40.4|16|737622.0|4475919.6|3.4544
-120.2|40.4|17|737622.0|4475919.6|3.4412
-120.2|40.4|18|737622.0|4475919.6|3.43
-120.2|40.4|19|737622.0|4475919.6|3.4302
-120.2|40.4|20|737622.0|4475919.6|3.4428
-120.2|40.4|21|737622.0|4475919.6|3.4474
-120.2|40.4|22|737622.0|4475919.6|3.4484
-120.2|40.4|23|737622.0|4475919.6|3.4611
-120.2|40.4|24|737622.0|4475919.6|3.4844
-120.2|40.4|25|737622.0|4475919.6|3.5143
-120.2|40.4|26|737622.0|4475919.6|3.5501
-120.2|40.4|27|737622.0|4475919.6|3.5964
-120.2|40.4|28|737622.0|4475919.6|3.6568
-120.2|40.4|29|737622.0|4475919.6|3.731
-120.2|40.4|30|737622.0|4475919.6|3.8186
-120.2|40.4|31|737622.0|4475919.6|3.916
-120.2|40.4|32|737622.0|4475919.6|4.0166
-120.2|40.4|33|737622.0|4475919.6|4.1118
-120.2|40.4|34|737622.0|4475919.6|4.1957
-120.2|40.4|35|737622.0|4475919.6|4.2627
-120.2|40.4|36|737622.0|4475919.6|4.3099
-120.2|40.4|37|737622.0|4475919.6|4.3356
-120.2|40.4|38|737622.0|4475919.6|4.342
-120.2|40.4|39|737622.0|4475919.6|4.3297
-120.2|40.4|40|737622.0|4475919.6|4.3026
-120.2|40.4|41|737622.0|4475919.6|4.2636
-120.2|40.4|42|737622.0|4475919.6|4.2168
-120.2|40.4|43|737622.0|4475919.6|4.1676
-120.2|40.4|44|737622.0|4475919.6|4.1209
-120.2|40.4|45|737622.0|4475919.6|4.0827
-120.2|40.4|46|737622.0|4475919.6|4.0554
-120.2|40.4|47|737622.0|4475919.6|4.0424
-120.2|40.4|48|737622.0|4475919.6|4.0493
-120.2|40.4|49|737622.0|4475919.6|4.0752
-120.2|40.4|50|737622.0|4475919.6|4.1155
-120.2|40.4|51|737622.0|4475919.6|4.1646
-120.2|40.4|52|737622.0|4475919.6|4.218
-120.2|40.4|53|737622.0|4475919.6|4.2691
-120.2|40.4|54|737622.0|4475919.6|4.3102
-120.2|40.4|55|737622.0|4475919.6|4.3362
-120.2|40.4|56|737622.0|4475919.6|4.3462
-120.2|40.4|57|737622.0|4475919.6|4.3434
-120.2|40.4|58|737622.0|4475919.6|4.3293
-120.2|40.4|59|737622.0|4475919.6|4.3025
-120.2|40.4|60|737622.0|4475919.6|4.2668
-120.2|40.4|61|737622.0|4475919.6|4.2272
-120.2|40.4|62|737622.0|4475919.6|4.1904
-120.2|40.4|63|737622.0|4475919.6|4.159
-120.2|40.4|64|737622.0|4475919.6|4.1329
-120.2|40.4|65|737622.0|4475919.6|4.1084
-120.2|40.4|66|737622.0|4475919.6|4.0837
-120.2|40.4|67|737622.0|4475919.6|4.0584
-120.2|40.4|68|737622.0|4475919.6|4.0328
-120.2|40.4|69|737622.0|4475919.6|4.0071
-120.2|40.4|70|737622.0|4475919.6|3.9803
-120.2|40.4|71|737622.0|4475919.6|3.9538
-120.2|40.4|72|737622.0|4475919.6|3.9307
-120.2|40.4|73|737622.0|4475919.6|3.9131
-120.2|40.4|74|737622.0|4475919.6|3.9033
-120.2|40.4|75|737622.0|4475919.6|3.902
-120.2|40.4|76|737622.0|4475919.6|3.9067
-120.2|40.4|77|737622.0|4475919.6|3.9142
-120.2|40.4|78|737622.0|4475919.6|3.9233
-120.2|40.4|79|737622.0|4475919.6|3.9339
-120.2|40.4|80|737622.0|4475919.6|3.9464
-120.2|40.6|-2|736916.8|4498123.8|3.0388
-120.2|40.6|-1|736916.8|4498123.8|3.0893
-120.2|40.6|0|736916.8|4498123.8|3.1891
-120.2|40.6|1|736916.8|4498123.8|3.2495
-120.2|40.6|2|736916.8|4498123.8|3.3433
-120.2|40.6|3|736916.8|4498123.8|3.4071
-120.2|40.6|4|736916.8|4498123.8|3.395
-120.2|40.6|5|736916.8|4498123.8|3.3786
-120.2|40.6|6|736916.8|4498123.8|3.4055
-120.2|40.6|7|736916.8|4498123.8|3.4288
-120.2|40.6|8|736916.8|4498123.8|3.4089
-120.2|40.6|9|736916.8|4498123.8|3.393
-120.2|40.6|10|736916.8|4498123.8|3.3921
-120.2|40.6|11|736916.8|4498123.8|3.3781
-120.2|40.6|12|736916.8|4498123.8|3.3623
-120.2|40.6|13|736916.8|4498123.8|3.3326
-120.2|40.6|14|736916.8|4498123.8|3.3031
-120.2|40.6|15|736916.8|4498123.8|3.3144
-120.2|40.6|16|736916.8|4498123.8|3.3288
-120.2|40.6|17|736916.8|4498123.8|3.3316
-120.2|40.6|18|736916.8|4498123.8|3.3502
-120.2|40.6|19|736916.8|4498123.8|3.38
-120.2|40.6|20|736916.8|4498123.8|3.4078
-120.2|40.6|21|736916.8|4498123.8|3.4429
-120.2|40.6|22|736916.8|4498123.8|3.491
-120.2|40.6|23|736916.8|4498123.8|3.5503
-120.2|40.6|24|736916.8|4498123.8|3.6203
-120.2|40.6|25|736916.8|4498123.8|3.7006
-120.2|40.6|26|736916.8|4498123.8|3.7898
-120.2|40.6|27|736916.8|4498123.8|3.8821
-120.2|40.6|28|736916.8|4498123.8|3.973
-120.2|40.6|29|736916.8|4498123.8|4.0566
-120.2|40.6|30|736916.8|4498123.8|4.1307
-120.2|40.6|31|736916.8|4498123.8|4.1932
-120.2|40.6|32|736916.8|4498123.8|4.244
-120.2|40.6|33|736916.8|4498123.8|4.2826
-120.2|40.6|34|736916.8|4498123.8|4.3104
-120.2|40.6|35|736916.8|4498123.8|4.3288
-120.2|40.6|36|736916.8|4498123.8|4.3383
-120.2|40.6|37|736916.8|4498123.8|4.341
-120.2|40.6|38|736916.8|4498123.8|4.3379
-120.2|40.6|39|736916.8|4498123.8|4.3299
-120.2|40.6|40|736916.8|4498123.8|4.319
-120.2|40.6|41|736916.8|4498123.8|4.3057
-120.2|40.6|42|736916.8|4498123.8|4.2912
-120.2|40.6|43|736916.8|4498123.8|4.2777
-120.2|40.6|44|736916.8|4498123.8|4.2654
-120.2|40.6|45|736916.8|4498123.8|4.2545
-120.2|40.6|46|736916.8|4498123.8|4.2429
-120.2|40.6|47|736916.8|4498123.8|4.2307
-120.2|40.6|48|736916.8|4498123.8|4.2188
-120.2|40.6|49|736916.8|4498123.8|4.2031
-120.2|40.6|50|736916.8|4498123.8|4.1804
-120.2|40.6|51|736916.8|4498123.8|4.1502
-120.2|40.6|52|736916.8|4498123.8|4.1128
-120.2|40.6|53|736916.8|4498123.8|4.067
-120.2|40.6|54|736916.8|4498123.8|4.0165
-120.2|40.6|55|736916.8|4498123.8|3.9646
-120.2|40.6|56|736916.8|4498123.8|3.9169
-120.2|40.6|57|736916.8|4498123.8|3.8746
-120.2|40.6|58|736916.8|4498123.8|3.8393
-120.2|40.6|59|736916.8|4498123.8|3.8137
-120.2|40.6|60|736916.8|4498123.8|3.7996
-120.2|40.6|61|736916.8|4498123.8|3.7957
-120.2|40.6|62|736916.8|4498123.8|3.8011
-120.2|40.6|63|736916.8|4498123.8|3.8149
-120.2|40.6|64|736916.8|4498123.8|3.8278
-120.2|40.6|65|736916.8|4498123.8|3.8358
-120.2|40.6|66|736916.8|4498123.8|3.8403
-120.2|40.6|67|736916.8|4498123.8|3.8414
-120.2|40.6|68|736916.8|4498123.8|3.8377
-120.2|40.6|69|736916.8|4498123.8|3.8311
-120.2|40.6|70|736916.8|4498123.8|3.8266
-120.2|40.6|71|736916.8|4498123.8|3.8279
-120.2|40.6|72|736916.8|4498123.8|3.8375
-120.2|40.6|73|736916.8|4498123.8|3.8539
-120.2|40.6|74|736916.8|4498123.8|3.8759
-120.2|40.6|75|736916.8|4498123.8|3.9017
-120.2|40.6|76|736916.8|4498123.8|3.9296
-120.2|40.6|77|736916.8|4498123.8|3.9584
-120.2|40.6|78|736916.8|4498123.8|3.9845
-120.2|40.6|79|736916.8|4498123.8|4.0054
-120.2|40.6|80|736916.8|4498123.8|4.0213
-120.2|40.8|-2|736208.6|4520328.5|3.0344
-120.2|40.8|-1|736208.6|4520328.5|3.0808
-120.2|40.8|0|736208.6|4520328.5|3.1773
-120.2|40.8|1|736208.6|4520328.5|3.2313
-120.2|40.8|2|736208.6|4520328.5|3.3263
-120.2|40.8|3|736208.6|4520328.5|3.3909
-120.2|40.8|4|736208.6|4520328.5|3.3815
-120.2|40.8|5|736208.6|4520328.5|3.3141
-120.2|40.8|6|736208.6|4520328.5|3.3343
-120.2|40.8|7|736208.6|4520328.5|3.3975
-120.2|40.8|8|736208.6|4520328.5|3.397
-120.2|40.8|9|736208.6|4520328.5|3.3736
-120.2|40.8|10|736208.6|4520328.5|3.3707
-120.2|40.8|11|736208.6|4520328.5|3.3645
-120.2|40.8|12|736208.6|4520328.5|3.3559
-120.2|40.8|13|736208.6|4520328.5|3.3273
-120.2|40.8|14|736208.6|4520328.5|3.2939
-120.2|40.8|15|736208.6|4520328.5|3.3015
-120.2|40.8|16|736208.6|4520328.5|3.3193
-120.2|40.8|17|736208.6|4520328.5|3.3355
-120.2|40.8|18|736208.6|4520328.5|3.3666
-120.2|40.8|19|736208.6|4520328.5|3.3977
-120.2|40.8|20|736208.6|4520328.5|3.4146
-120.2|40.8|21|736208.6|4520328.5|3.4321
-120.2|40.8|22|736208.6|4520328.5|3.4585
-120.2|40.8|23|736208.6|4520328.5|3.4938
-120.2|40.8|24|736208.6|4520328.5|3.5414
-120.2|40.8|25|736208.6|4520328.5|3.6069
-120.2|40.8|26|736208.6|4520328.5|3.6933
-120.2|40.8|27|736208.6|4520328.5|3.7989
-120.2|40.8|28|736208.6|4520328.5|3.9173
-120.2|40.8|29|736208.6|4520328.5|4.0377
-120.2|40.8|30|736208.6|4520328.5|4.1516
-120.2|40.8|31|736208.6|4520328.5|4.2503
-120.2|40.8|32|736208.6|4520328.5|4.3282
-120.2|40.8|33|736208.6|4520328.5|4.3838
-120.2|40.8|34|736208.6|4520328.5|4.4192
-120.2|40.8|35|736208.6|4520328.5|4.4377
-120.2|40.8|36|736208.6|4520328.5|4.4434
-120.2|40.8|37|736208.6|4520328.5|4.4398
-120.2|40.8|38|736208.6|4520328.5|4.4296
-120.2|40.8|39|736208.6|4520328.5|4.4137
-120.2|40.8|40|736208.6|4520328.5|4.3942
-120.2|40.8|41|736208.6|4520328.5|4.3702
-120.2|40.8|42|736208.6|4520328.5|4.343
-120.2|40.8|43|736208.6|4520328.5|4.3143
-120.2|40.8|44|736208.6|4520328.5|4.2848
-120.2|40.8|45|736208.6|4520328.5|4.2555
-120.2|40.8|46|736208.6|4520328.5|4.2266
-120.2|40.8|47|736208.6|4520328.5|4.1999
-120.2|40.8|48|736208.6|4520328.5|4.1775
-120.2|40.8|49|736208.6|4520328.5|4.1554
-120.2|40.8|50|736208.6|4520328.5|4.1325
-120.2|40.8|51|736208.6|4520328.5|4.1075
-120.2|40.8|52|736208.6|4520328.5|4.079
-120.2|40.8|53|736208.6|4520328.5|4.0439
-120.2|40.8|54|736208.6|4520328.5|4.0026
-120.2|40.8|55|736208.6|4520328.5|3.958
-120.2|40.8|56|736208.6|4520328.5|3.9149
-120.2|40.8|57|736208.6|4520328.5|3.8735
-120.2|40.8|58|736208.6|4520328.5|3.8351
-120.2|40.8|59|736208.6|4520328.5|3.8023
-120.2|40.8|60|736208.6|4520328.5|3.7785
-120.2|40.8|61|736208.6|4520328.5|3.7643
-120.2|40.8|62|736208.6|4520328.5|3.7602
-120.2|40.8|63|736208.6|4520328.5|3.7647
-120.2|40.8|64|736208.6|4520328.5|3.7715
-120.2|40.8|65|736208.6|4520328.5|3.7777
-120.2|40.8|66|736208.6|4520328.5|3.7868
-120.2|40.8|67|736208.6|4520328.5|3.7962
-120.2|40.8|68|736208.6|4520328.5|3.8033
-120.2|40.8|69|736208.6|4520328.5|3.8107
-120.2|40.8|70|736208.6|4520328.5|3.8207
-120.2|40.8|71|736208.6|4520328.5|3.8372
-120.2|40.8|72|736208.6|4520328.5|3.8628
-120.2|40.8|73|736208.6|4520328.5|3.895
-120.2|40.8|74|736208.6|4520328.5|3.9297
-120.2|40.8|75|736208.6|4520328.5|3.9667
-120.2|40.8|76|736208.6|4520328.5|4.003
-120.2|40.8|77|736208.6|4520328.5|4.0378
-120.2|40.8|78|736208.6|4520328.5|4.068
-120.2|40.8|79|736208.6|4520328.5|4.0907
-120.2|40.8|80|736208.6|4520328.5|4.1067
-120.2|41.0|-2|735497.5|4542533.8|1.696
-120.2|41.0|-1|735497.5|4542533.8|1.8859
-120.2|41.0|0|735497.5|4542533.8|2.3031
-120.2|41.0|1|735497.5|4542533.8|2.7712
-120.2|41.0|2|735497.5|4542533.8|3.1578
